t,F(t)
6.72,-4.222352
6.74,-4.222352
6.76,-4.222352
6.78,-4.222352
6.8,-4.222352
6.82,-4.222352
6.84,-4.222352
6.86,-4.222352
6.88,-4.222352
6.9,-4.222352
6.92,-4.222352
6.94,-4.222352
6.96,-4.222352
6.98,-4.222352
7,-4.222352
7.02,-4.222352
7.04,-4.222352
7.06,-4.222352
7.08,-4.222352
7.1,-4.222352
7.12,-4.222352
7.14,-4.222352
7.16,-4.222352
7.18,-4.222352
7.2,-4.222352
7.22,-4.222352
7.24,-4.222352
7.26,-4.222352
7.28,-4.222352
7.3,-4.222352
7.32,-4.222352
7.34,-4.222352
7.36,-4.222352
7.38,-4.222352
7.4,-4.222352
7.42,-4.222352
7.44,-4.222352
7.46,-4.222352
7.48,-4.222352
7.5,-4.222352
7.52,-4.222352
7.54,-4.222352
7.56,-4.222352
7.58,-4.222352
7.6,-4.222352
7.62,-4.222352
7.64,-4.222352
7.66,-4.222352
7.68,-4.222352
7.7,-4.222352
7.72,-4.222352
7.74,-4.222352
7.76,-4.222352
7.78,-4.222352
7.8,-4.222352
7.82,-4.222352
7.84,-4.222352
7.86,-4.222352
7.88,-4.222352
7.9,-4.222352
7.92,-4.222352
7.94,-4.222352
7.96,-4.222352
7.98,-4.222352
8,-4.222352
8.02,-4.222352
8.04,-4.222352
8.059999,-4.222352
8.08,-4.222352
8.099999,-4.222352
8.12,-4.222352
8.139999,-4.222352
8.16,-4.222352
8.179999,-4.222352
8.2,-4.222352
8.22,-4.222352
8.24,-4.222352
8.26,-4.222352
8.28,-4.222352
8.3,-4.222352
8.32,-4.222352
8.34,-4.222352
8.36,-4.222352
8.38,-4.222352
8.4,-4.222352
8.42,-4.222352
8.44,-4.222352
8.46,-4.222352
8.48,-4.222352
8.5,-4.222352
8.52,-4.222352
8.54,-2.111176
8.559999,-2.111176
8.58,-2.111176
8.599999,-2.111176
8.62,-2.111176
8.639999,-2.111176
8.66,-2.111176
8.679999,-2.111176
8.7,-2.111176
8.72,-2.111176
8.74,-2.111176
8.76,-2.111176
8.78,-2.111176
8.8,-2.111176
8.82,-2.111176
8.84,-2.111176
8.86,-2.111176
8.88,-2.111176
8.9,-2.111176
8.92,-2.111176
8.94,-2.111176
8.96,-2.111176
8.98,-2.111176
9,-2.111176
9.02,-2.111176
9.04,-2.111176
9.059999,-2.111176
9.08,-2.111176
9.099999,-2.111176
9.12,-2.111176
9.139999,-2.111176
9.16,-2.111176
9.179999,-2.111176
9.2,-2.111176
9.22,-2.111176
9.24,-2.111176
9.26,-2.111176
9.28,-2.111176
9.3,-2.111176
9.32,-2.111176
9.34,-2.111176
9.36,-2.111176
9.38,-2.111176
9.4,-2.111176
9.42,-2.111176
9.44,-2.111176
9.46,-2.111176
9.48,-2.111176
9.5,-2.111176
9.52,-2.111176
9.54,-2.111176
9.559999,-2.111176
9.58,-2.111176
9.599999,-2.111176
9.62,-2.111176
9.639999,-2.111176
9.66,-2.111176
9.679999,-2.111176
9.7,-2.111176
9.719999,-2.111176
9.74,-2.111176
9.76,-2.111176
9.78,-2.111176
9.8,-2.111176
9.82,-2.111176
9.84,-2.111176
9.86,-2.111176
9.88,-2.111176
9.9,-2.111176
9.92,-2.111176
9.94,-2.111176
9.96,-2.111176
9.98,-2.111176
10,-2.111176
10.02,-2.111176
10.04,-2.111176
10.06,-2.111176
10.08,-2.111176
10.1,-2.111176
10.12,-2.111176
10.14,-2.111176
10.16,-2.111176
10.18,-2.111176
10.2,-2.111176
10.22,-2.111176
10.24,-2.111176
10.26,-2.111186
10.28,-2.111176
10.3,-2.111176
10.32,-2.111186
10.34,-2.111176
10.36,-2.111176
10.38,-2.111186
10.4,-2.111176
10.42,-2.111176
10.44,-2.111186
10.46,-2.111176
10.48,-2.111176
10.5,-2.111186
10.52,-2.111176
10.54,-2.111176
10.56,-2.111186
10.58,-2.111176
10.6,-2.111176
10.62,-2.111186
10.64,-2.111176
10.66,-2.111176
10.68,-2.111186
10.7,-2.111176
10.72,-2.111176
10.74,-2.111186
10.76,-2.111176
10.78,-2.111176
10.8,-2.111186
10.82,-2.111176
10.84,-2.111176
10.86,-2.111186
10.88,-2.111176
10.9,-2.111176
10.92,-2.111186
10.94,-2.111176
10.96,-2.111176
10.98,-2.111186
11,-2.111176
11.02,-2.111176
11.04,-2.111186
11.06,-2.111176
11.08,-2.111176
11.1,-2.111186
11.12,-2.111176
11.14,-2.111176
11.16,-2.111186
11.18,-2.111176
11.2,-2.111176
11.22,-2.111186
11.24,-2.111176
11.26,-2.111176
11.28,-2.111186
11.3,-2.111176
11.32,-2.111176
11.34,-2.111186
11.36,-2.111176
11.38,-2.111176
11.4,-2.111186
11.42,-2.111176
11.44,-2.111176
11.46,-2.111186
11.48,-2.111176
11.5,-2.111176
11.52,-2.111186
11.54,-2.111176
11.56,-2.111176
11.58,-2.111186
11.6,-2.111176
11.62,-2.111176
11.64,-2.111186
11.66,-2.111176
11.68,-2.111176
11.7,-2.111176
11.72,-2.111176
11.74,-2.111176
11.76,-2.111176
11.78,-2.111176
11.8,-2.111176
11.82,-2.111176
11.84,-2.111176
11.86,-2.111176
11.88,-2.111176
11.9,-2.111176
11.92,-2.111176
11.94,-2.111176
11.96,-2.111176
11.98,-2.111176
12,-2.111176
12.02,-2.111176
12.04,-2.111176
12.06,-2.111176
12.08,-2.111176
12.1,-2.111176
12.12,-2.111176
12.14,-2.111176
12.16,-2.111176
12.18,-2.111176
12.2,-2.111176
12.22,-2.111176
12.24,-2.111176
12.26,-2.111176
12.28,-2.111176
12.3,-2.111176
12.32,-2.111176
12.34,-2.111176
12.36,-2.111176
12.38,-2.111176
12.4,-2.111176
12.42,-2.111176
12.44,-2.111176
12.46,-2.111176
12.48,-2.111176
12.5,-2.111176
12.52,-2.111176
12.54,-2.111176
12.56,-2.111176
12.58,-2.111176
12.6,-2.111176
12.62,-2.111176
12.64,-2.111176
12.66,-2.111176
12.68,-2.111176
12.7,-2.111176
12.72,-2.111176
12.74,-2.111176
12.76,-2.111176
12.78,-2.111176
12.8,-2.111176
12.82,-2.111176
12.84,-2.111176
12.86,-2.111176
12.88,-2.111176
12.9,-2.111176
12.92,-2.111176
12.94,-2.111176
12.96,-2.111176
12.98,-2.111176
13,-2.111176
13.02,-2.111176
13.04,-2.111176
13.06,-2.111176
13.08,-2.111176
13.1,-2.111176
13.12,-2.111176
13.14,-2.111176
13.16,-2.111176
13.18,-2.111176
13.2,-2.111176
13.22,-2.111176
13.24,-2.111176
13.26,-2.111176
13.28,-2.111176
13.3,-2.111176
13.32,-2.111176
13.34,-2.111176
13.36,-2.111176
13.38,-2.111176
13.4,-2.111176
13.42,-2.111176
13.44,-2.111176
13.46,-2.111176
13.48,-2.111176
13.5,-2.111176
13.52,-2.111176
13.54,-2.111176
13.56,-2.111176
13.58,-2.111176
13.6,-2.111176
13.62,-2.111176
13.64,-2.111176
13.66,-2.111176
13.68,-2.111176
13.7,-2.111176
13.72,-2.111176
13.74,-2.111176
13.76,-2.111176
13.78,-2.111176
13.8,-2.111176
13.82,-2.111176
13.84,-2.111176
13.86,-2.111176
13.88,-2.111176
13.9,-2.111176
13.92,-2.111176
13.94,-2.111176
13.96,-2.111176
13.98,-2.111176
14,-2.111176
14.02,-2.111176
14.04,-2.111176
14.06,-2.111176
14.08,-2.111176
14.1,-2.111176
14.12,-2.111176
14.14,-2.111176
14.16,-2.111176
14.18,-2.111176
14.2,-2.111176
14.22,-2.111176
14.24,-2.111176
14.26,-2.111176
14.28,-2.111176
14.3,-2.111176
14.32,-2.111176
14.34,-2.111176
14.36,-2.111176
14.38,-2.111176
14.4,-2.111176
14.42,-2.111176
14.44,-2.111176
14.46,-2.111176
14.48,-2.111176
14.5,-2.111176
14.52,-2.111176
14.54,-2.111176
14.56,-2.111176
14.58,-2.111176
14.6,-2.111176
14.62,-2.111176
14.64,-2.111176
14.66,-2.111176
14.68,-2.111176
14.7,-2.111176
14.72,-2.111176
14.74,-2.111176
14.76,-2.111176
14.78,-2.111176
14.8,-2.111176
14.82,-2.111176
14.84,-2.111176
14.86,-2.111176
14.88,-2.111176
14.9,-2.111176
14.92,-2.111176
14.94,-2.111176
14.96,-2.111176
14.98,-2.111176
15,-2.111176
15.02,-2.111176
15.04,-2.111176
15.06,-2.111176
15.08,-2.111176
15.1,-2.111176
15.12,-2.111176
15.14,-2.111176
15.16,-2.111176
15.18,-2.111176
15.2,-2.111176
15.22,-2.111176
15.24,-2.111176
15.26,-2.111176
15.28,-2.111176
15.3,-2.111176
15.32,-2.111176
15.34,-2.111176
15.36,-2.111176
15.38,-2.111176
15.4,-2.111176
15.42,-2.111176
15.44,-2.111176
15.46,-2.111176
15.48,-2.111176
15.5,-2.111176
15.52,-2.111176
15.54,-2.111176
15.56,-2.111176
15.58,-2.111176
15.6,-2.111176
15.62,-2.111176
15.64,-2.111176
15.66,-2.111176
15.68,-2.111176
15.7,-2.111176
15.72,-2.111176
15.74,-2.111176
15.76,-2.111176
15.78,-2.111176
15.8,-2.111176
15.82,-2.111176
15.84,-2.111176
15.86,-2.111176
15.88,-2.111176
15.9,-2.111176
15.92,-2.111176
15.94,-2.111176
15.96,-2.111176
15.98,-2.111176
16,-2.111176
16.02,-2.111176
16.04,-2.111176
16.06,-2.111176
16.08,-2.111176
16.1,-2.111176
16.12,-2.111176
16.14,-2.111176
16.16,-2.111176
16.18,-2.111176
16.2,-2.111176
16.22,-2.111176
16.24,-2.111176
16.26,-2.111176
16.28,-2.111176
16.3,-2.111176
16.32,-2.111176
16.34,-2.111176
16.36,-2.111176
16.38,-2.111176
16.4,-2.111176
16.42,-2.111176
16.44,-2.111176
16.46,-2.111176
16.48,-2.111176
16.5,-2.111176
16.52,-2.111176
16.54,-2.111176
16.56,-2.111176
16.58,-2.111176
16.6,-2.111176
16.62,-2.111176
16.64,-2.111176
16.66,-2.111176
16.68,-2.111176
16.7,-2.111176
16.72,-2.111176
16.74,-2.111176
16.76,-2.111176
16.78,-2.111176
16.8,-2.111176
16.82,-2.111176
16.84,-2.111176
16.86,-2.111176
16.88,-2.111176
16.9,-2.111176
16.92,-2.111176
16.94,-2.111176
16.96,-2.111176
16.98,-2.111176
17,-2.111176
17.02,-2.111176
17.04,-2.111176
17.06,-2.111176
17.08,-2.111176
17.1,-2.111176
17.12,-2.111176
17.14,-2.111176
17.16,-2.111176
17.18,-2.111176
17.2,-2.111176
17.22,-2.111176
17.24,-2.111176
17.26,-2.111176
17.28,-2.111176
17.3,-2.111176
17.32,-2.111176
17.34,-2.111176
17.36,-2.111176
17.38,-2.111176
17.4,-2.111176
17.42,-2.111176
17.44,-2.111176
17.46,-2.111176
17.48,-2.111176
17.5,-2.111176
17.52,-2.111176
17.54,-2.111176
17.56,-2.111176
17.58,-2.111176
17.6,-2.111176
17.62,-2.111176
17.64,-2.111176
17.66,-2.111176
17.68,-2.111176
17.7,-2.111176
17.72,-2.111176
17.74,-2.111176
17.76,-2.111176
17.78,-2.111176
17.8,-2.111176
17.82,-2.111176
17.84,-2.111176
17.86,-2.111176
17.88,-2.111176
17.9,-2.111176
17.92,-2.111176
17.94,-2.111176
17.96,-2.111176
17.98,-2.111176
18,-2.111176
18.02,-2.111176
18.04,-2.111176
18.06,-2.111176
18.08,-2.111176
18.1,-2.111176
18.12,-2.111176
18.14,-2.111176
18.16,-2.111176
18.18,-2.111176
18.2,-2.111176
18.22,-2.111176
18.24,-2.111176
18.26,-2.111176
18.28,-2.111176
18.3,-2.111176
18.32,-2.111176
18.34,-2.111176
18.36,-2.111176
18.38,-2.111176
18.4,-2.111176
18.42,-2.111176
18.44,-2.111176
18.46,-2.111176
18.48,-2.111176
18.5,-2.111176
18.52,-2.111176
18.54,-2.111176
18.56,-2.111176
18.58,-2.111176
18.6,-2.111176
18.62,-2.111176
18.64,-2.111176
18.66,-2.111176
18.68,-2.111176
18.7,-2.111176
18.72,-2.111176
18.74,-2.111176
18.76,-2.111176
18.78,-2.111176
18.8,-2.111176
18.82,-2.111176
18.84,-2.111176
18.86,-2.111176
18.88,-2.111176
18.9,-2.111176
18.92,-2.111176
18.94,-2.111176
18.96,-2.111176
18.98,-2.111176
19,-2.111176
19.02,-2.111176
19.04,-2.111176
19.06,-2.111176
19.08,-2.111176
19.1,-2.111176
19.12,-2.111176
19.14,-2.111176
19.16,-2.111176
19.18,-2.111176
19.2,-2.111176
19.22,-2.111176
19.24,-2.111176
19.26,-2.111176
19.28,-2.111176
19.3,-2.111176
19.32,-2.111176
19.34,-2.111176
19.36,-2.111176
19.38,-2.111176
19.4,-2.111176
19.42,-2.111176
19.44,-2.111176
19.46,-2.111176
19.48,-2.111176
19.5,-2.111176
19.52,-2.111176
19.54,-2.111176
19.56,-2.111176
19.58,-2.111176
19.6,-2.111176
19.62,-2.111176
19.64,-2.111176
19.66,-2.111176
19.68,-2.111176
19.7,-2.111176
19.72,-2.111176
19.74,-2.111176
19.76,-2.111176
19.78,-2.111176
19.8,-2.111176
19.82,-2.111176
19.84,-2.111176
19.86,-2.111176
19.88,-2.111176
19.9,-2.111176
19.92,-2.111176
19.94,-2.111176
19.96,-2.111176
19.98,-2.111176
20,-2.111176
20.02,-2.111176
20.04,-2.111176
20.06,-2.111176
20.08,-2.111176
20.1,-2.111176
20.12,-2.111176
20.14,-2.111176
20.16,-2.111176
20.18,-2.111176
20.2,-2.111176
20.22,-2.111176
20.24,-2.111176
20.26,-2.111176
20.28,-2.111176
20.3,-2.111176
20.32,-2.111176
20.34,-2.111176
20.36,-2.111176
20.38,-2.111176
20.4,-2.111176
20.42,-2.111176
20.44,-2.111176
20.46,-2.111176
20.48,-2.111176
20.5,-2.111176
20.52,-2.111176
20.54,-2.111176
20.56,-2.111176
20.58,-2.111176
20.6,-2.111176
20.62,-2.111176
20.64,-2.111176
20.66,-2.111176
20.68,-2.111176
20.7,-2.111176
20.72,-2.111176
20.74,-2.111176
20.76,-2.111176
20.78,-2.111176
20.8,-2.111176
20.82,-2.111176
20.84,-2.111176
20.86,-2.111176
20.88,-2.111176
20.9,-2.111176
20.92,-2.111176
20.94,-2.111176
20.96,-2.111176
20.98,-2.111176
21,-2.111176
21.02,-2.111176
21.04,-2.111176
21.06,-2.111176
21.08,-2.111176
21.1,-2.111176
21.12,-2.111176
21.14,-2.111176
21.16,-2.111176
21.18,-2.111176
21.2,-2.111176
21.22,-2.111176
21.24,-2.111176
21.26,-2.111176
21.28,-2.111176
21.3,-2.111176
21.32,-2.111176
21.34,-2.111176
21.36,-2.111176
21.38,-2.111176
21.4,-2.111176
21.42,-2.111176
21.44,-2.111176
21.46,-2.111176
21.48,-2.111176
21.5,-2.111176
21.52,-2.111176
21.54,-2.111176
21.56,-2.111176
21.58,-2.111176
21.6,-2.111176
21.62,-2.111176
21.64,-2.111214
21.66,-2.111176
21.68,-2.111176
21.7,-2.111214
21.72,-2.111176
21.74,-2.111176
21.76,-2.111214
21.78,-2.111176
21.8,-2.111176
21.82,-2.111214
21.84,-2.111176
21.86,-2.111176
21.88,-2.111214
21.9,-2.111176
21.92,-2.111176
21.94,-2.111214
21.96,-2.111176
21.98,-2.111176
22,-2.111214
22.02,-2.111176
22.04,-2.111176
22.06,-2.111214
22.08,-2.111176
22.1,-2.111176
22.12,-2.111214
22.14,-2.111176
22.16,-2.111176
22.18,-2.111214
22.2,-2.111176
22.22,-2.111176
22.24,-2.111214
22.26,-2.111176
22.28,-2.111176
22.3,-2.111214
22.32,-2.111176
22.34,-2.111176
22.36,-2.111214
22.38,-2.111176
22.4,-2.111176
22.42,-2.111214
22.44,-2.111176
22.46,-2.111176
22.48,-2.111214
22.5,-2.111176
22.52,-2.111176
22.54,-2.111214
22.56,-2.111176
22.58,-2.111176
22.6,-2.111214
22.62,-2.111176
22.64,-2.111176
22.66,-2.111214
22.68,-2.111176
22.7,-2.111176
22.72,-2.111214
22.74,-2.111176
22.76,-2.111176
22.78,-2.111214
22.8,-2.111176
22.82,-2.111176
22.84,-2.111214
22.86,-2.111176
22.88,-2.111176
22.9,-2.111214
22.92,-2.111176
22.94,-2.111176
22.96,-2.111214
22.98,-2.111176
23,-2.111176
23.02,-2.111214
23.04,-2.111176
23.06,-2.111176
23.08,-2.111176
23.1,-2.111176
23.12,-2.111176
23.14,-2.111176
23.16,-2.111176
23.18,-2.111176
23.2,-2.111176
23.22,-2.111176
23.24,-2.111176
23.26,-2.111176
23.28,-2.111176
23.3,-2.111176
23.32,-2.111176
23.34,-2.111176
23.36,-2.111176
23.38,-2.111176
23.4,-2.111176
23.42,-2.111176
23.44,-2.111176
23.46,-2.111176
23.48,-2.111176
23.5,-2.111176
23.52,-2.111176
23.54,-2.111176
23.56,-2.111176
23.58,-2.111176
23.6,-2.111176
23.62,-2.111176
23.64,-2.111176
23.66,-2.111176
23.68,-2.111176
23.7,-2.111176
23.72,-2.111176
23.74,-2.111176
23.76,-2.111176
